Extracted Sorting ID 081726,Cage Card 081726,DOB 081726,Sex 081726,Strain,Notes,Source Page,Position on Page,Raw Card Text,Card Type,External ID,Census Date,Breeding Date,Sex Normalized,Mouse Tag,Previous Tag,# Animals,Mice In Card,ID Count Matches # Animals,Created,Ref,Parse Warnings
544,CC-24051-5,10/1/25,MALE,Kcnt1-YH;PV-Cre,328x 313 | 542 | 543 - no et | 544 - no et | 545 - no et,2,1,X6-041 Species MOUSE # Animals 4 Census 10/22/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 328x 313 542 543 - no et 544 - no et 545 - no et Created 7/13/2026 3:57pm W-4813 • CC-24051-5 • External ID:,CENSUS,X6-041,10/22/25,,MALE,544,,4,4,YES,7/13/2026 3:57pm,W-4813,
545,CC-24051-5,10/1/25,MALE,Kcnt1-YH;PV-Cre,328x 313 | 542 | 543 - no et | 544 - no et | 545 - no et,2,1,X6-041 Species MOUSE # Animals 4 Census 10/22/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 328x 313 542 543 - no et 544 - no et 545 - no et Created 7/13/2026 3:57pm W-4813 • CC-24051-5 • External ID:,CENSUS,X6-041,10/22/25,,MALE,545,,4,4,YES,7/13/2026 3:57pm,W-4813,
547,CC-24576-4,2025-10-25,FEMALE,FID: Kcnt1-YH; SST-cre (het),329x302 | 547 | 548 | 549 | 551,3,1,X6-041 Species MOUSE # Animals 4 Census 11/15/25 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 329x302 547 548 549 551 Created 7/13/2026 3:57pm W-4982 • CC-24576-4 • External ID:,CENSUS,X6-041,11/15/25,,FEMALE,547,,4,4,YES,7/13/2026 3:57pm,W-4982,
548,CC-24576-4,2025-10-25,FEMALE,FID: Kcnt1-YH; SST-cre (het),329x302 | 547 | 548 | 549 | 551,3,1,X6-041 Species MOUSE # Animals 4 Census 11/15/25 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 329x302 547 548 549 551 Created 7/13/2026 3:57pm W-4982 • CC-24576-4 • External ID:,CENSUS,X6-041,11/15/25,,FEMALE,548,,4,4,YES,7/13/2026 3:57pm,W-4982,
549,CC-24576-4,2025-10-25,FEMALE,FID: Kcnt1-YH; SST-cre (het),329x302 | 547 | 548 | 549 | 551,3,1,X6-041 Species MOUSE # Animals 4 Census 11/15/25 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 329x302 547 548 549 551 Created 7/13/2026 3:57pm W-4982 • CC-24576-4 • External ID:,CENSUS,X6-041,11/15/25,,FEMALE,549,,4,4,YES,7/13/2026 3:57pm,W-4982,
551,CC-24576-4,2025-10-25,FEMALE,FID: Kcnt1-YH; SST-cre (het),329x302 | 547 | 548 | 549 | 551,3,1,X6-041 Species MOUSE # Animals 4 Census 11/15/25 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 329x302 547 548 549 551 Created 7/13/2026 3:57pm W-4982 • CC-24576-4 • External ID:,CENSUS,X6-041,11/15/25,,FEMALE,551,,4,4,YES,7/13/2026 3:57pm,W-4982,
556,CC-24575-7,2025-10-25,MALE,Kcnt1-YH; SST-cre (het),329x302 | 571 | 572 | 573 | 556,2,3,X6-041 Species MOUSE # Animals 4 Census 11/15/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 329x302 571 572 573 556 Created 7/13/2026 3:57pm W-4982 • CC-24575-7 • External ID:,CENSUS,X6-041,11/15/25,,MALE,556,,4,4,YES,7/13/2026 3:57pm,W-4982,
558,CC-25203-5,11/27/2025,FEMALE,Kcnt1-YH;PV-Cre,558 | 559,3,2,X6-041 Species MOUSE # Animals 2 Census 12/18/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 558 559 Created 7/13/2026 3:57pm W-5191 • CC-25203-5 • External ID:,CENSUS,X6-041,12/18/25,,FEMALE,558,,2,2,YES,7/13/2026 3:57pm,W-5191,
559,CC-25203-5,11/27/2025,FEMALE,Kcnt1-YH;PV-Cre,558 | 559,3,2,X6-041 Species MOUSE # Animals 2 Census 12/18/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 558 559 Created 7/13/2026 3:57pm W-5191 • CC-25203-5 • External ID:,CENSUS,X6-041,12/18/25,,FEMALE,559,,2,2,YES,7/13/2026 3:57pm,W-5191,
560,CC-25204-3,11/27/2025,MALE,Kcnt1-YH;PV-Cre,560 | 561 | 562,3,3,X6-041 Species MOUSE # Animals 3 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 560 561 562 Created 7/13/2026 3:57pm W-5191 • CC-25204-3 • External ID:,CENSUS,X6-041,12/18/25,,MALE,560,,3,3,YES,7/13/2026 3:57pm,W-5191,
561,CC-25204-3,11/27/2025,MALE,Kcnt1-YH;PV-Cre,560 | 561 | 562,3,3,X6-041 Species MOUSE # Animals 3 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 560 561 562 Created 7/13/2026 3:57pm W-5191 • CC-25204-3 • External ID:,CENSUS,X6-041,12/18/25,,MALE,561,,3,3,YES,7/13/2026 3:57pm,W-5191,
562,CC-25204-3,11/27/2025,MALE,Kcnt1-YH;PV-Cre,560 | 561 | 562,3,3,X6-041 Species MOUSE # Animals 3 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 560 561 562 Created 7/13/2026 3:57pm W-5191 • CC-25204-3 • External ID:,CENSUS,X6-041,12/18/25,,MALE,562,,3,3,YES,7/13/2026 3:57pm,W-5191,
566,CC-25205-4,11/27/2025,MALE,Kcnt1-YH;PV-Cre,566 | 567,4,1,X6-041 Species MOUSE # Animals 2 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 566 567 Created 7/13/2026 3:57pm W-5191 • CC-25205-4 • External ID:,CENSUS,X6-041,12/18/25,,MALE,566,,2,2,YES,7/13/2026 3:57pm,W-5191,
567,CC-25205-4,11/27/2025,MALE,Kcnt1-YH;PV-Cre,566 | 567,4,1,X6-041 Species MOUSE # Animals 2 Census 12/18/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 11/27/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 566 567 Created 7/13/2026 3:57pm W-5191 • CC-25205-4 • External ID:,CENSUS,X6-041,12/18/25,,MALE,567,,2,2,YES,7/13/2026 3:57pm,W-5191,
571,CC-24575-7,2025-10-25,MALE,Kcnt1-YH; SST-cre (het),329x302 | 571 | 572 | 573 | 556,2,3,X6-041 Species MOUSE # Animals 4 Census 11/15/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 329x302 571 572 573 556 Created 7/13/2026 3:57pm W-4982 • CC-24575-7 • External ID:,CENSUS,X6-041,11/15/25,,MALE,571,,4,4,YES,7/13/2026 3:57pm,W-4982,
572,CC-24575-7,2025-10-25,MALE,Kcnt1-YH; SST-cre (het),329x302 | 571 | 572 | 573 | 556,2,3,X6-041 Species MOUSE # Animals 4 Census 11/15/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 329x302 571 572 573 556 Created 7/13/2026 3:57pm W-4982 • CC-24575-7 • External ID:,CENSUS,X6-041,11/15/25,,MALE,572,,4,4,YES,7/13/2026 3:57pm,W-4982,
573,CC-24575-7,2025-10-25,MALE,Kcnt1-YH; SST-cre (het),329x302 | 571 | 572 | 573 | 556,2,3,X6-041 Species MOUSE # Animals 4 Census 11/15/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 329x302 571 572 573 556 Created 7/13/2026 3:57pm W-4982 • CC-24575-7 • External ID:,CENSUS,X6-041,11/15/25,,MALE,573,,4,4,YES,7/13/2026 3:57pm,W-4982,
577,CC-23782-9,9/14/25,M,Kcnt1YH; SST-Cre,329 (M) x 302 (F) | 577 (previously 534),1,3,X6-041 Species MOUSE # Animals 1 Census 10/06/25 Sex M P.I. Barry J. Strain Kcnt1YH; SST-Cre Code DOB 9/14/25 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 329 (M) x 302 (F) 577 (previously 534) Created 7/13/2026 3:57pm • CC-23782-9 • External ID:,CENSUS,X6-041,10/06/25,,MALE,577,534,1,1,YES,7/13/2026 3:57pm,,
579,CC-28885-2,03/14/26,FEMALE,Kcnt1-YH;PV-Cre,1607(M)(previously 586) x 579(F),10,2,X6-041 Species MOUSE # Animals 2 P.I. Barry J. M DOB 03/14/26 F DOB 03/14/26 Breeding Date 06/15/26 Emergency Contact(s) Rain Younger +19716788621 Source In House M Strain (ID) 1607 Kcnt1-YH;PV-Cre F Strain (ID) 579 Kcnt1-YH;PV-Cre Notes 1607(M)(previously 586) x 579(F) Created 7/13/2026 3:57pm SPLIT-6970 • CC-28885-2 • External ID:,BREEDER,X6-041,,06/15/26,FEMALE,579,,2,2,YES,7/13/2026 3:57pm,SPLIT-6970,
580,CC-27241-3,2026-03-14,FEMALE,FID: Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 580,5,1,X6-041 Species MOUSE # Animals 1 Census 04/04/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 565 (M) x 557 (F) 580 Created 7/13/2026 3:57pm W-5844 • CC-27241-3 • External ID:,CENSUS,X6-041,04/04/26,,FEMALE,580,,1,1,YES,7/13/2026 3:57pm,W-5844,
583,CC-27240-6,2026-03-14,MALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 583 | 584 | 1608 (previously 581),4,3,X6-041 Species MOUSE # Animals 3 Census 04/04/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 565 (M) x 557 (F) 583 584 1608 (previously 581) Created 7/13/2026 3:57pm W-5844 • CC-27240-6 • External ID:,CENSUS,X6-041,04/04/26,,MALE,583,,3,3,YES,7/13/2026 3:57pm,W-5844,
584,CC-27240-6,2026-03-14,MALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 583 | 584 | 1608 (previously 581),4,3,X6-041 Species MOUSE # Animals 3 Census 04/04/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 565 (M) x 557 (F) 583 584 1608 (previously 581) Created 7/13/2026 3:57pm W-5844 • CC-27240-6 • External ID:,CENSUS,X6-041,04/04/26,,MALE,584,,3,3,YES,7/13/2026 3:57pm,W-5844,
588,CC-29613-1,2026-04-06,FEMALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 588,12,1,X6-041 Species MOUSE # Animals 1 Census 07/21/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 565 (M) x 557 (F) 588 Created 7/21/2026 12:45pm SPLIT-7307 • CC-29613-1 • External ID:,CENSUS,X6-041,07/21/26,,FEMALE,588,,1,1,YES,7/21/2026 12:45pm,SPLIT-7307,
591,CC-28501-2,2026-04-06,FEMALE,FID: Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 591,8,1,X6-041 Species MOUSE # Animals 1 Census 05/28/26 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 565 (M) x 557 (F) 591 Created 7/13/2026 3:57pm SPLIT-6853 • CC-28501-2 • External ID:,CENSUS,X6-041,05/28/26,,FEMALE,591,,1,1,YES,7/13/2026 3:57pm,SPLIT-6853,
594,CC-27734-4,2026-04-06,MALE,FID: Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 594 | 595,6,1,X6-041 Species MOUSE # Animals 2 Census 04/27/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 565 (M) x 557 (F) 594 595 Created 7/13/2026 3:57pm W-6039 • CC-27734-4 • External ID:,CENSUS,X6-041,04/27/26,,MALE,594,,2,2,YES,7/13/2026 3:57pm,W-6039,
595,CC-27734-4,2026-04-06,MALE,FID: Kcnt1-YH;PV-Cre,565 (M) x 557 (F) | 594 | 595,6,1,X6-041 Species MOUSE # Animals 2 Census 04/27/26 Sex MALE P.I. Barry J. Strain FID: Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 565 (M) x 557 (F) 594 595 Created 7/13/2026 3:57pm W-6039 • CC-27734-4 • External ID:,CENSUS,X6-041,04/27/26,,MALE,595,,2,2,YES,7/13/2026 3:57pm,W-6039,
597,CC-28080-4,2026-04-18,FEMALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 0597 | 0598 | 0599 - no eartag,6,3,X6-041 Species MOUSE # Animals 3 Census 05/09/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 575 (M) x 546 (F) 0597 0598 0599 - no eartag Created 7/13/2026 3:57pm W-6131 • CC-28080-4 • External ID:,CENSUS,X6-041,05/09/26,,FEMALE,0597,,3,3,YES,7/13/2026 3:57pm,W-6131,
598,CC-28080-4,2026-04-18,FEMALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 0597 | 0598 | 0599 - no eartag,6,3,X6-041 Species MOUSE # Animals 3 Census 05/09/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 575 (M) x 546 (F) 0597 0598 0599 - no eartag Created 7/13/2026 3:57pm W-6131 • CC-28080-4 • External ID:,CENSUS,X6-041,05/09/26,,FEMALE,0598,,3,3,YES,7/13/2026 3:57pm,W-6131,
599,CC-28080-4,2026-04-18,FEMALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 0597 | 0598 | 0599 - no eartag,6,3,X6-041 Species MOUSE # Animals 3 Census 05/09/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 575 (M) x 546 (F) 0597 0598 0599 - no eartag Created 7/13/2026 3:57pm W-6131 • CC-28080-4 • External ID:,CENSUS,X6-041,05/09/26,,FEMALE,0599,,3,3,YES,7/13/2026 3:57pm,W-6131,
1600,CC-28884-2,04/18/26,FEMALE,Kcnt1-YH; SST-cre,1602 (M) x 1600 (F),10,1,X6-041 Species MOUSE # Animals 2 P.I. Barry J. M DOB 04/18/26 F DOB 04/18/26 Breeding Date 06/15/26 Emergency Contact(s) Rain Younger +19716788621 Source In House M Strain (ID) 1602 Kcnt1-YH;SST F Strain (ID) 1600 Kcnt1-YH; SST-cre Notes 1602 (M) x 1600 (F) Created 7/13/2026 3:57pm SPLIT-6969 • CC-28884-2 • External ID:,BREEDER,X6-041,,06/15/26,FEMALE,1600,,2,2,YES,7/13/2026 3:57pm,SPLIT-6969,
1602,CC-28884-2,04/18/26,MALE,Kcnt1-YH;SST,1602 (M) x 1600 (F),10,1,X6-041 Species MOUSE # Animals 2 P.I. Barry J. M DOB 04/18/26 F DOB 04/18/26 Breeding Date 06/15/26 Emergency Contact(s) Rain Younger +19716788621 Source In House M Strain (ID) 1602 Kcnt1-YH;SST F Strain (ID) 1600 Kcnt1-YH; SST-cre Notes 1602 (M) x 1600 (F) Created 7/13/2026 3:57pm SPLIT-6969 • CC-28884-2 • External ID:,BREEDER,X6-041,,06/15/26,MALE,1602,,2,2,YES,7/13/2026 3:57pm,SPLIT-6969,
1603,CC-28881-2,2026-04-18,FEMALE,Kcnt1-YH; SST-cre,"parents | 575 (M) x 546 (F) | 1603 - no eartag, black coat",9,3,"X6-041 Species MOUSE # Animals 1 Census 06/15/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 575 (M) x 546 (F) 1603 - no eartag, black coat Created 7/13/2026 3:57pm SPLIT-6966 • CC-28881-2 • External ID:",CENSUS,X6-041,06/15/26,,FEMALE,1603,,1,1,YES,7/13/2026 3:57pm,SPLIT-6966,
1604,CC-28079-7,2026-04-18,MALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 1604,6,2,X6-041 Species MOUSE # Animals 1 Census 05/09/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 575 (M) x 546 (F) 1604 Created 7/13/2026 3:57pm W-6131 • CC-28079-7 • External ID:,CENSUS,X6-041,05/09/26,,MALE,1604,,1,1,YES,7/13/2026 3:57pm,W-6131,
1606,CC-28433-3,2026-04-18,MALE,Kcnt1-YH; SST-cre,parents | 575 (M) x 546 (F) | 1606,7,3,X6-041 Species MOUSE # Animals 1 Census 05/26/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH; SST-cre Code DOB 2026-04-18 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 575 (M) x 546 (F) 1606 Created 7/13/2026 3:57pm SPLIT-6831 • CC-28433-3 • External ID:,CENSUS,X6-041,05/26/26,,MALE,1606,,1,1,YES,7/13/2026 3:57pm,SPLIT-6831,
1607,CC-28885-2,03/14/26,MALE,Kcnt1-YH;PV-Cre,1607(M)(previously 586) x 579(F),10,2,X6-041 Species MOUSE # Animals 2 P.I. Barry J. M DOB 03/14/26 F DOB 03/14/26 Breeding Date 06/15/26 Emergency Contact(s) Rain Younger +19716788621 Source In House M Strain (ID) 1607 Kcnt1-YH;PV-Cre F Strain (ID) 579 Kcnt1-YH;PV-Cre Notes 1607(M)(previously 586) x 579(F) Created 7/13/2026 3:57pm SPLIT-6970 • CC-28885-2 • External ID:,BREEDER,X6-041,,06/15/26,MALE,1607,586,2,2,YES,7/13/2026 3:57pm,SPLIT-6970,
1608,CC-27240-6,2026-03-14,MALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 583 | 584 | 1608 (previously 581),4,3,X6-041 Species MOUSE # Animals 3 Census 04/04/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 565 (M) x 557 (F) 583 584 1608 (previously 581) Created 7/13/2026 3:57pm W-5844 • CC-27240-6 • External ID:,CENSUS,X6-041,04/04/26,,MALE,1608,581,3,3,YES,7/13/2026 3:57pm,W-5844,
1609,CC-29429-2,2026-03-14,MALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 1609 (previously 587),11,3,X6-041 Species MOUSE # Animals 1 Census 07/09/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-03-14 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 565 (M) x 557 (F) 1609 (previously 587) Created 7/13/2026 3:57pm SPLIT-7218 • CC-29429-2 • External ID:,CENSUS,X6-041,07/09/26,,MALE,1609,587,1,1,YES,7/13/2026 3:57pm,SPLIT-7218,
1610,CC-27733-8,2026-04-06,FEMALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 1610 (previously 592) | 1612 (previously 593),5,3,X6-041 Species MOUSE # Animals 2 Census 04/27/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 565 (M) x 557 (F) 1610 (previously 592) 1612 (previously 593) Created 8/11/2026 9:33am W-6039 • CC-27733-8 • External ID:,CENSUS,X6-041,04/27/26,,FEMALE,1610,592,2,2,YES,8/11/2026 9:33am,W-6039,
1611,CC-29976-1,2026-04-06,FEMALE,Kcnt1-YH;PV-Cre,parents 565 (M) x 557 (F) | 1611 (previously 590),14,1,X6-041 Species MOUSE # Animals 1 Census 08/11/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 2026-04-06 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes parents 565 (M) x 557 (F) 1611 (previously 590) Created 8/11/2026 9:33am SPLIT-7443 • CC-29976-1 • External ID:,CENSUS,X6-041,08/11/26,,FEMALE,1611,590,1,1,YES,8/11/2026 9:33am,SPLIT-7443,
