Extracted Sorting ID,Cage Card,Sex,Strain,DOB,Notes,Source Page,Position on Page,Raw Card Text
310,CC-26364-1,MALE,Kcnt1-YH,6/26/25,508x505 | 310,13,1,X0-145 Species MOUSE # Animals 1 Census 02/19/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH Code DOB 6/26/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry +19178175852 Notes 508x505 310 Created 2/19/2026 9:28am SPLIT-5976 • CC-26364-1 • External ID:
311,CC-22037-4,MALE,Kcnt1-YH,6/26/25,508x505 | 307 | 311,3,3,X0-145 Species MOUSE # Animals 2 Census 07/08/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH Code DOB 6/26/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry +19178175852 Notes 508x505 307 311 Created 2/17/2026 1:43pm • CC-22037-4 • External ID:
313,CC-24369-1,FEMALE,KCN1-YH het,06/26/25,313 (F) | Split breeding pair 2,9,1,X0-145 Species MOUSE # Animals 1 Census 11/04/25 Sex FEMALE P.I. Barry J. Strain KCN1-YH het Code DOB 06/26/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 313 (F) Split breeding pair 2 Created 11/4/2025 2:22pm SPLIT-5194 • CC-24369-1 • External ID:
315,CC-27194-1,FEMALE,Kcnt1-YH,6/26/25,508x505 | 315,14,2,X0-145 Species MOUSE # Animals 1 Census 04/01/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 6/26/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry +19178175852 Notes 508x505 315 Created 4/1/2026 11:21am SPLIT-6308 • CC-27194-1 • External ID:
316,CC-26363-1,MALE,Kcnt1-YH,7/20/2025,508x505 | 316,12,3,X0-145 Species MOUSE # Animals 1 Census 02/19/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH Code DOB 7/20/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry +19178175852 Notes 508x505 316 Created 2/19/2026 9:27am SPLIT-5975 • CC-26363-1 • External ID:
317,CC-22535-2,MALE,Kcnt1-YH,7/20/2025,508x505 | 317 | 318 | 319,4,2,X0-145 Species MOUSE # Animals 3 Census 08/08/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH Code DOB 7/20/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry +19178175852 Notes 508x505 317 318 319 Created 2/19/2026 9:27am • CC-22535-2 • External ID:
318,CC-22535-2,MALE,Kcnt1-YH,7/20/2025,508x505 | 317 | 318 | 319,4,2,X0-145 Species MOUSE # Animals 3 Census 08/08/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH Code DOB 7/20/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry +19178175852 Notes 508x505 317 318 319 Created 2/19/2026 9:27am • CC-22535-2 • External ID:
319,CC-22535-2,MALE,Kcnt1-YH,7/20/2025,508x505 | 317 | 318 | 319,4,2,X0-145 Species MOUSE # Animals 3 Census 08/08/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH Code DOB 7/20/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry +19178175852 Notes 508x505 317 318 319 Created 2/19/2026 9:27am • CC-22535-2 • External ID:
321,CC-22536-2,FEMALE,Kcnt1-YH,7/20/2025,508X505 | 321 - no et | 322 - no et,4,3,X0-145 Species MOUSE # Animals 2 Census 08/08/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 7/20/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 508X505 321 - no et 322 - no et Created 12/12/2025 1:58pm • CC-22536-2 • External ID:
322,CC-22536-2,FEMALE,Kcnt1-YH,7/20/2025,508X505 | 321 - no et | 322 - no et,4,3,X0-145 Species MOUSE # Animals 2 Census 08/08/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 7/20/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 508X505 321 - no et 322 - no et Created 12/12/2025 1:58pm • CC-22536-2 • External ID:
325,CC-22538-2,FEMALE,Kcnt1-YH,7/19/2025,507x503 | 325 | 327,5,1,X0-145 Species MOUSE # Animals 2 Census 08/08/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 7/19/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry +19178175852 Notes 507x503 325 327 Created 4/8/2026 11:15am • CC-22538-2 • External ID:
326,CC-27298-1,FEMALE,Kcnt1-YH,7/19/2025,507x503 | 326,15,3,X0-145 Species MOUSE # Animals 1 Census 04/08/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 7/19/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry +19178175852 Notes 507x503 326 Created 4/8/2026 11:15am SPLIT-6347 • CC-27298-1 • External ID:
327,CC-22538-2,FEMALE,Kcnt1-YH,7/19/2025,507x503 | 325 | 327,5,1,X0-145 Species MOUSE # Animals 2 Census 08/08/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 7/19/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry +19178175852 Notes 507x503 325 327 Created 4/8/2026 11:15am • CC-22538-2 • External ID:
328,CC-22629-3,MALE,PV-Cre,07/01/25,328 (M) | Split breeding pair 2,5,2,X0-145 Species MOUSE # Animals 1 Census 08/13/25 Sex MALE P.I. Barry J. Strain PV-Cre Code DOB 07/01/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328 (M) Split breeding pair 2 Created 11/4/2025 2:22pm • CC-22629-3 • External ID:
329,CC-22630-4,MALE,SST-Cre,07/01/2025,329 (M) | Split breeding pair 1,5,3,X0-145 Species MOUSE # Animals 1 Census 08/13/25 Sex MALE P.I. Barry J. Strain SST-Cre Code DOB 07/01/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329 (M) Split breeding pair 1 Created 11/4/2025 2:20pm • CC-22630-4 • External ID:
439,CC-17573-6,FEMALE,Kcnt1-YH,11/28/24,parents: 466x477 | 439 | 445 - no eartag,2,2,X0-145 Species MOUSE # Animals 2 Census 12/26/24 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 11/28/24 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry +19178175852 Notes parents: 466x477 439 445 - no eartag Created 1/9/2026 4:11pm W-2907 • CC-17573-6 • External ID:
445,CC-17573-6,FEMALE,Kcnt1-YH,11/28/24,parents: 466x477 | 439 | 445 - no eartag,2,2,X0-145 Species MOUSE # Animals 2 Census 12/26/24 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 11/28/24 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry +19178175852 Notes parents: 466x477 439 445 - no eartag Created 1/9/2026 4:11pm W-2907 • CC-17573-6 • External ID:
461,CC-11615-4,F,Kcnt1YH;SST-cre,3/4/24,790x782 | 461,1,1,X0-145 Species MOUSE # Animals 1 Census 04/01/24 Sex F P.I. Barry J. Strain Kcnt1YH;SST-cre Code DOB 3/4/24 Emergency Contact(s) Skyler Younger +19716788621 Source In house Jeremy Barry +19178175852 Notes 790x782 461 Created 5/29/2025 3:50pm • CC-11615-4 • External ID:
480,CC-22256-1,M,Kcnt1YH;SST-cre,5/13/24,480 | 482,4,1,X0-145 Species MOUSE # Animals 2 Census 07/24/25 Sex M P.I. Barry J. Strain Kcnt1YH;SST-cre Code DOB 5/13/24 Emergency Contact(s) Skyler Younger +19716788621 Source In house Jeremy Barry +19178175852 Notes 480 482 Created 7/24/2025 12:24pm SPLIT-4605 • CC-22256-1 • External ID:
482,CC-22256-1,M,Kcnt1YH;SST-cre,5/13/24,480 | 482,4,1,X0-145 Species MOUSE # Animals 2 Census 07/24/25 Sex M P.I. Barry J. Strain Kcnt1YH;SST-cre Code DOB 5/13/24 Emergency Contact(s) Skyler Younger +19716788621 Source In house Jeremy Barry +19178175852 Notes 480 482 Created 7/24/2025 12:24pm SPLIT-4605 • CC-22256-1 • External ID:
484,CC-14065-4,FEMALE,Kcnt1-YH,6/28/24,parents: 10586 | 484 | 485,1,3,X0-145 Species MOUSE # Animals 2 Census 07/22/24 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 6/28/24 Emergency Contact(s) Skyler Younger +19716788621 Source In house Jeremy Barry +19178175852 Notes parents: 10586 484 485 Created 8/1/2025 11:33am • CC-14065-4 • External ID:
485,CC-14065-4,FEMALE,Kcnt1-YH,6/28/24,parents: 10586 | 484 | 485,1,3,X0-145 Species MOUSE # Animals 2 Census 07/22/24 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 6/28/24 Emergency Contact(s) Skyler Younger +19716788621 Source In house Jeremy Barry +19178175852 Notes parents: 10586 484 485 Created 8/1/2025 11:33am • CC-14065-4 • External ID:
487,CC-14066-2,MALE,Kcnt1-YH,07/08/24,parents: 10586 | 487 | 488 | 489,2,1,X0-145 Species MOUSE # Animals 3 Census 07/22/24 Sex MALE P.I. Barry J. Strain Kcnt1-YH Code DOB 07/08/24 Emergency Contact(s) Skyler Younger +19716788621 Source In house Jeremy Barry +19178175852 Notes parents: 10586 487 488 489 Created 5/28/2025 12:31pm • CC-14066-2 • External ID:
488,CC-14066-2,MALE,Kcnt1-YH,07/08/24,parents: 10586 | 487 | 488 | 489,2,1,X0-145 Species MOUSE # Animals 3 Census 07/22/24 Sex MALE P.I. Barry J. Strain Kcnt1-YH Code DOB 07/08/24 Emergency Contact(s) Skyler Younger +19716788621 Source In house Jeremy Barry +19178175852 Notes parents: 10586 487 488 489 Created 5/28/2025 12:31pm • CC-14066-2 • External ID:
489,CC-14066-2,MALE,Kcnt1-YH,07/08/24,parents: 10586 | 487 | 488 | 489,2,1,X0-145 Species MOUSE # Animals 3 Census 07/22/24 Sex MALE P.I. Barry J. Strain Kcnt1-YH Code DOB 07/08/24 Emergency Contact(s) Skyler Younger +19716788621 Source In house Jeremy Barry +19178175852 Notes parents: 10586 487 488 489 Created 5/28/2025 12:31pm • CC-14066-2 • External ID:
504,CC-26063-1,FEMALE,MID: Kcnt1YH;SST-cre (het;het) FID: Kcnt1Y,2025-04-21,504,11,3,X0-145 Species MOUSE # Animals 1 Census 02/03/26 Sex FEMALE P.I. Barry J. Strain MID: Kcnt1YH;SST-cre (het;het) FID: Kcnt1Y Code DOB 2025-04-21 Emergency Contact(s) Rain Younger (971)-678-8621 Source In House Jeremy Barry +19178175852 Notes 504 Created 2/3/2026 1:28pm SPLIT-5868 • CC-26063-1 • External ID:
506,CC-20484-6,FEMALE,MID: Kcnt1YH;SST-cre (het;het) FID: Kcnt1Y,2025-04-21,506,3,1,X0-145 Species MOUSE # Animals 1 Census 05/12/25 Sex FEMALE P.I. Barry J. Strain MID: Kcnt1YH;SST-cre (het;het) FID: Kcnt1Y Code DOB 2025-04-21 Emergency Contact(s) Rain Younger (971)-678-8621 Source In House Jeremy Barry +19178175852 Notes 506 Created 2/3/2026 1:28pm W-3786 • CC-20484-6 • External ID:
509,CC-20483-5,MALE,"FID: Kcnt1YH;SST-cre (het;het), MID: Kcnt1Y",2025-04-21,509 | 510 | 512,2,3,"X0-145 Species MOUSE # Animals 3 Census 05/12/25 Sex MALE P.I. Barry J. Strain FID: Kcnt1YH;SST-cre (het;het), MID: Kcnt1Y Code DOB 2025-04-21 Emergency Contact(s) Skyler Younger (971)-678-8621 Source In House Jeremy Barry +19178175852 Notes 509 510 512 Created 6/4/2025 3:18pm W-3786 • CC-20483-5 • External ID:"
510,CC-20483-5,MALE,"FID: Kcnt1YH;SST-cre (het;het), MID: Kcnt1Y",2025-04-21,509 | 510 | 512,2,3,"X0-145 Species MOUSE # Animals 3 Census 05/12/25 Sex MALE P.I. Barry J. Strain FID: Kcnt1YH;SST-cre (het;het), MID: Kcnt1Y Code DOB 2025-04-21 Emergency Contact(s) Skyler Younger (971)-678-8621 Source In House Jeremy Barry +19178175852 Notes 509 510 512 Created 6/4/2025 3:18pm W-3786 • CC-20483-5 • External ID:"
512,CC-20483-5,MALE,"FID: Kcnt1YH;SST-cre (het;het), MID: Kcnt1Y",2025-04-21,509 | 510 | 512,2,3,"X0-145 Species MOUSE # Animals 3 Census 05/12/25 Sex MALE P.I. Barry J. Strain FID: Kcnt1YH;SST-cre (het;het), MID: Kcnt1Y Code DOB 2025-04-21 Emergency Contact(s) Skyler Younger (971)-678-8621 Source In House Jeremy Barry +19178175852 Notes 509 510 512 Created 6/4/2025 3:18pm W-3786 • CC-20483-5 • External ID:"
514,CC-22941-4,FEMALE,Kcnt1-YH,8/9/2025,Parents: 503x507 | 514 | 516 | 517 - no tag,6,1,X0-145 Species MOUSE # Animals 3 Census 08/29/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 8/9/2025 Emergency Contact(s) Rain Younger 971-678-8621 Source In House Notes Parents: 503x507 514 516 517 - no tag Created 12/12/2025 2:47pm • CC-22941-4 • External ID:
516,CC-22941-4,FEMALE,Kcnt1-YH,8/9/2025,Parents: 503x507 | 514 | 516 | 517 - no tag,6,1,X0-145 Species MOUSE # Animals 3 Census 08/29/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 8/9/2025 Emergency Contact(s) Rain Younger 971-678-8621 Source In House Notes Parents: 503x507 514 516 517 - no tag Created 12/12/2025 2:47pm • CC-22941-4 • External ID:
517,CC-22941-4,FEMALE,Kcnt1-YH,8/9/2025,Parents: 503x507 | 514 | 516 | 517 - no tag,6,1,X0-145 Species MOUSE # Animals 3 Census 08/29/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 8/9/2025 Emergency Contact(s) Rain Younger 971-678-8621 Source In House Notes Parents: 503x507 514 516 517 - no tag Created 12/12/2025 2:47pm • CC-22941-4 • External ID:
518,CC-22942-1,MALE,Kcnt1-YH,8/9/2025,Parents: 503x507 | 518 | 519,6,2,X0-145 Species MOUSE # Animals 2 Census 08/29/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH Code DOB 8/9/2025 Emergency Contact(s) Skyler Younger Source In House Notes Parents: 503x507 518 519 Created 8/29/2025 1:12pm • CC-22942-1 • External ID:
519,CC-22942-1,MALE,Kcnt1-YH,8/9/2025,Parents: 503x507 | 518 | 519,6,2,X0-145 Species MOUSE # Animals 2 Census 08/29/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH Code DOB 8/9/2025 Emergency Contact(s) Skyler Younger Source In House Notes Parents: 503x507 518 519 Created 8/29/2025 1:12pm • CC-22942-1 • External ID:
520,CC-27208-1,FEMALE,Kcnt1-YH;PV-cre,9/4/25,328x313 | 520,14,3,X0-145 Species MOUSE # Animals 1 Census 04/02/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-cre Code DOB 9/4/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry (917) 817-5852 Notes 328x313 520 Created 4/2/2026 9:32am SPLIT-6317 • CC-27208-1 • External ID:
521,CC-27510-1,FEMALE,Kcnt1-YH;PV-cre,9/4/25,328x313 | 521,16,2,X0-145 Species MOUSE # Animals 1 Census 04/16/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-cre Code DOB 9/4/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry (917) 817-5852 Notes 328x313 521 Created 4/16/2026 3:07pm SPLIT-6464 • CC-27510-1 • External ID:
522,CC-23545-3,FEMALE,Kcnt1-YH;PV-cre,9/4/25,328x313 | 522,6,3,X0-145 Species MOUSE # Animals 1 Census 09/25/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-cre Code DOB 9/4/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry (917) 817-5852 Notes 328x313 522 Created 4/16/2026 3:07pm • CC-23545-3 • External ID:
523,CC-23546-3,FEMALE,Kcnt1-YH;PV-cre,9/4/25,328x313 | 523,7,1,X0-145 Species MOUSE # Animals 1 Census 09/25/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-cre Code DOB 9/4/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry (917) 817-5852 Notes 328x313 523 Created 4/21/2026 8:54am • CC-23546-3 • External ID:
524,CC-27620-1,FEMALE,Kcnt1-YH;PV-cre,9/4/25,328x313 | 524,17,1,X0-145 Species MOUSE # Animals 1 Census 04/21/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-cre Code DOB 9/4/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry (917) 817-5852 Notes 328x313 524 Created 4/21/2026 8:54am SPLIT-6515 • CC-27620-1 • External ID:
525,CC-26938-1,FEMALE,Kcnt1-YH;PV-cre,9/4/25,328x313 | 525,13,2,X0-145 Species MOUSE # Animals 1 Census 03/17/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-cre Code DOB 9/4/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry (917) 817-5852 Notes 328x313 525 Created 3/17/2026 1:15pm SPLIT-6207 • CC-26938-1 • External ID:
529,CC-27463-1,F,Kcnt1; SST-Cre,9/14/2025,329 (M) x 302 (F) | 529,16,1,X0-145 Species MOUSE # Animals 1 Census 04/14/26 Sex F P.I. Barry J. Strain Kcnt1; SST-Cre Code DOB 9/14/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 529 Created 4/14/2026 1:14pm SPLIT-6434 • CC-27463-1 • External ID:
531,CC-23781-7,F,Kcnt1; SST-Cre,9/14/2025,329 (M) x 302 (F) | 531,7,2,X0-145 Species MOUSE # Animals 1 Census 10/06/25 Sex F P.I. Barry J. Strain Kcnt1; SST-Cre Code DOB 9/14/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 531 Created 4/14/2026 1:14pm • CC-23781-7 • External ID:
533,CC-27511-1,M,Kcnt1YH; SST-Cre,9/14/25,329 (M) x 302 (F) | 576 (previously 533,16,3,X0-145 Species MOUSE # Animals 1 Census 04/16/26 Sex M P.I. Barry J. Strain Kcnt1YH; SST-Cre Code DOB 9/14/25 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 576 (previously 533 Created 4/16/2026 3:08pm SPLIT-6465 • CC-27511-1 • External ID:
534,CC-23782-7,M,Kcnt1YH; SST-Cre,9/14/25,329 (M) x 302 (F) | 577 (previously 534) | 578 (previously 535),7,3,X0-145 Species MOUSE # Animals 2 Census 10/06/25 Sex M P.I. Barry J. Strain Kcnt1YH; SST-Cre Code DOB 9/14/25 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 577 (previously 534) 578 (previously 535) Created 4/16/2026 3:08pm • CC-23782-7 • External ID:
535,CC-23782-7,M,Kcnt1YH; SST-Cre,9/14/25,329 (M) x 302 (F) | 577 (previously 534) | 578 (previously 535),7,3,X0-145 Species MOUSE # Animals 2 Census 10/06/25 Sex M P.I. Barry J. Strain Kcnt1YH; SST-Cre Code DOB 9/14/25 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 577 (previously 534) 578 (previously 535) Created 4/16/2026 3:08pm • CC-23782-7 • External ID:
536,CC-24052-3,FEMALE,Kcnt1-YH;PV-Cre,10/1/25,328x313 | 536 | 537 | 538 | 539 | 540,8,2,X0-145 Species MOUSE # Animals 5 Census 10/22/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x313 536 537 538 539 540 Created 10/23/2025 1:17pm W-4813 • CC-24052-3 • External ID:
537,CC-24052-3,FEMALE,Kcnt1-YH;PV-Cre,10/1/25,328x313 | 536 | 537 | 538 | 539 | 540,8,2,X0-145 Species MOUSE # Animals 5 Census 10/22/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x313 536 537 538 539 540 Created 10/23/2025 1:17pm W-4813 • CC-24052-3 • External ID:
538,CC-24052-3,FEMALE,Kcnt1-YH;PV-Cre,10/1/25,328x313 | 536 | 537 | 538 | 539 | 540,8,2,X0-145 Species MOUSE # Animals 5 Census 10/22/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x313 536 537 538 539 540 Created 10/23/2025 1:17pm W-4813 • CC-24052-3 • External ID:
539,CC-24052-3,FEMALE,Kcnt1-YH;PV-Cre,10/1/25,328x313 | 536 | 537 | 538 | 539 | 540,8,2,X0-145 Species MOUSE # Animals 5 Census 10/22/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x313 536 537 538 539 540 Created 10/23/2025 1:17pm W-4813 • CC-24052-3 • External ID:
540,CC-24052-3,FEMALE,Kcnt1-YH;PV-Cre,10/1/25,328x313 | 536 | 537 | 538 | 539 | 540,8,2,X0-145 Species MOUSE # Animals 5 Census 10/22/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x313 536 537 538 539 540 Created 10/23/2025 1:17pm W-4813 • CC-24052-3 • External ID:
542,CC-24051-4,MALE,Kcnt1-YH;PV-Cre,10/1/25,328x 313 | 542 | 543 - no et | 544 - no et | 545 - no et,8,1,X0-145 Species MOUSE # Animals 4 Census 10/22/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x 313 542 543 - no et 544 - no et 545 - no et Created 12/12/2025 2:06pm W-4813 • CC-24051-4 • External ID:
