project,mouse,session,session_label,type,name,version,start_s,label,label_name,decided_by,version_at,version_note,added_by,entry_id
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,1810.828582,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,1851.863608,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,1906.343447,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,1913.104413,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,1990.55201,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2062.552175,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2083.478453,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2099.332659,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2195.299208,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2207.41737,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2207.52968,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2216.537267,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2219.915336,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2220.438456,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2237.044655,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2237.160474,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2270.672173,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2350.478131,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2366.269136,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2386.487454,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2387.734484,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2395.156234,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2500.295273,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2511.393,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2600.677933,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2613.891001,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
PTEN,2,3,PTEN m2 s3 2024-01-23,ds,M2ctls3jan23,3,2666.326342,spike,Dentate Spike,Shahriar Tafti,2026-09-21T11:24:29-04:00,"Aligned to the mean magnitude over 16 channels, ±100 ms, reading v2. 36 stamp(s) moved by -98.0 to 86.3 ms; 2 left where they were. No labels changed.",theexaminedexistence@gmail.com,841aad39cfff
