Extracted Sorting ID 052826,Cage Card 052826,DOB 052826,Sex 052826,Strain,Notes,Source Page,Position on Page,Raw Card Text,Card Type,External ID,Census Date,Breeding Date,Sex Normalized,Mouse Tag,Previous Tag,# Animals,Mice In Card,ID Count Matches # Animals,Created,Ref,Parse Warnings
322,CC-22536-2,7/20/2025,FEMALE,Kcnt1-YH,508X505 | 321 - no et | 322 - no et,2,3,X0-145 Species MOUSE # Animals 2 Census 08/08/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 7/20/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Notes 508X505 321 - no et 322 - no et Created 12/12/2025 1:58pm • CC-22536-2 • External ID:,CENSUS,X0-145,08/08/25,,FEMALE,322,,2,2,YES,12/12/2025 1:58pm,,
325,CC-22538-2,7/19/2025,FEMALE,Kcnt1-YH,507x503 | 325 | 327,3,1,X0-145 Species MOUSE # Animals 2 Census 08/08/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 7/19/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry +19178175852 Notes 507x503 325 327 Created 4/8/2026 11:15am • CC-22538-2 • External ID:,CENSUS,X0-145,08/08/25,,FEMALE,325,,2,2,YES,4/8/2026 11:15am,,
326,CC-27298-1,7/19/2025,FEMALE,Kcnt1-YH,507x503 | 326,12,1,X0-145 Species MOUSE # Animals 1 Census 04/08/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 7/19/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry +19178175852 Notes 507x503 326 Created 4/8/2026 11:15am SPLIT-6347 • CC-27298-1 • External ID:,CENSUS,X0-145,04/08/26,,FEMALE,326,,1,1,YES,4/8/2026 11:15am,SPLIT-6347,
327,CC-22538-2,7/19/2025,FEMALE,Kcnt1-YH,507x503 | 325 | 327,3,1,X0-145 Species MOUSE # Animals 2 Census 08/08/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 7/19/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry +19178175852 Notes 507x503 325 327 Created 4/8/2026 11:15am • CC-22538-2 • External ID:,CENSUS,X0-145,08/08/25,,FEMALE,327,,2,2,YES,4/8/2026 11:15am,,
328,CC-22629-3,07/01/25,MALE,PV-Cre,328 (M) | Split breeding pair 2,3,2,X0-145 Species MOUSE # Animals 1 Census 08/13/25 Sex MALE P.I. Barry J. Strain PV-Cre Code DOB 07/01/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328 (M) Split breeding pair 2 Created 11/4/2025 2:22pm • CC-22629-3 • External ID:,CENSUS,X0-145,08/13/25,,MALE,328,,1,1,YES,11/4/2025 2:22pm,,
329,CC-22630-4,07/01/2025,MALE,SST-Cre,329 (M) | Split breeding pair 1,3,3,X0-145 Species MOUSE # Animals 1 Census 08/13/25 Sex MALE P.I. Barry J. Strain SST-Cre Code DOB 07/01/2025 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329 (M) Split breeding pair 1 Created 11/4/2025 2:20pm • CC-22630-4 • External ID:,CENSUS,X0-145,08/13/25,,MALE,329,,1,1,YES,11/4/2025 2:20pm,,
506,CC-20484-6,2025-04-21,FEMALE,MID: Kcnt1YH;SST-cre (het;het) FID: Kcnt1Y,506,1,2,X0-145 Species MOUSE # Animals 1 Census 05/12/25 Sex FEMALE P.I. Barry J. Strain MID: Kcnt1YH;SST-cre (het;het) FID: Kcnt1Y Code DOB 2025-04-21 Emergency Contact(s) Rain Younger (971)-678-8621 Source In House Jeremy Barry +19178175852 Notes 506 Created 2/3/2026 1:28pm W-3786 • CC-20484-6 • External ID:,CENSUS,X0-145,05/12/25,,FEMALE,506,,1,1,YES,2/3/2026 1:28pm,W-3786,
509,CC-20483-6,2025-04-21,MALE,Kcnt1-YH;SST-Cre,509 | 512,1,1,X0-145 Species MOUSE # Animals 2 Census 05/12/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;SST-Cre Code DOB 2025-04-21 Emergency Contact(s) Rain Younger (971)-678-8621 Source In House Jeremy Barry +19178175852 Notes 509 512 Created 5/27/2026 2:29pm W-3786 • CC-20483-6 • External ID:,CENSUS,X0-145,05/12/25,,MALE,509,,2,2,YES,5/27/2026 2:29pm,W-3786,
510,CC-28450-1,2025-04-21,MALE,Kcnt1-YH;SST-Cre,510,17,1,X0-145 Species MOUSE # Animals 1 Census 05/27/26 Sex MALE P.I. Barry J. Strain Kcnt1-YH;SST-Cre Code DOB 2025-04-21 Emergency Contact(s) Rain Younger (971)-678-8621 Source In House Jeremy Barry +19178175852 Notes 510 Created 5/27/2026 2:29pm SPLIT-6843 • CC-28450-1 • External ID:,CENSUS,X0-145,05/27/26,,MALE,510,,1,1,YES,5/27/2026 2:29pm,SPLIT-6843,
512,CC-20483-6,2025-04-21,MALE,Kcnt1-YH;SST-Cre,509 | 512,1,1,X0-145 Species MOUSE # Animals 2 Census 05/12/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;SST-Cre Code DOB 2025-04-21 Emergency Contact(s) Rain Younger (971)-678-8621 Source In House Jeremy Barry +19178175852 Notes 509 512 Created 5/27/2026 2:29pm W-3786 • CC-20483-6 • External ID:,CENSUS,X0-145,05/12/25,,MALE,512,,2,2,YES,5/27/2026 2:29pm,W-3786,
514,CC-22941-4,8/9/2025,FEMALE,Kcnt1-YH,Parents: 503x507 | 514 | 516 | 517 - no tag,4,1,X0-145 Species MOUSE # Animals 3 Census 08/29/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 8/9/2025 Emergency Contact(s) Rain Younger 971-678-8621 Source In House Notes Parents: 503x507 514 516 517 - no tag Created 12/12/2025 2:47pm • CC-22941-4 • External ID:,CENSUS,X0-145,08/29/25,,FEMALE,514,,3,3,YES,12/12/2025 2:47pm,,
515,CC-25086-2,08/09/25,FEMALE,Kcnt1-YH(hom),532(M)x515(F),8,2,X0-145 Species MOUSE # Animals 2 P.I. Barry J. M DOB 09/14/25 F DOB 08/09/25 Breeding Date 03/24/26 Emergency Contact(s) Rain Younger +19716788621 Source In House M Strain (ID) Kcnt1-YH(het);SST-Cre(het) F Strain (ID) Kcnt1-YH(hom) Notes 532(M)x515(F) Created 3/24/2026 3:02pm • CC-25086-2 • External ID:,BREEDER,X0-145,,03/24/26,FEMALE,515,,2,2,YES,3/24/2026 3:02pm,,
516,CC-22941-4,8/9/2025,FEMALE,Kcnt1-YH,Parents: 503x507 | 514 | 516 | 517 - no tag,4,1,X0-145 Species MOUSE # Animals 3 Census 08/29/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 8/9/2025 Emergency Contact(s) Rain Younger 971-678-8621 Source In House Notes Parents: 503x507 514 516 517 - no tag Created 12/12/2025 2:47pm • CC-22941-4 • External ID:,CENSUS,X0-145,08/29/25,,FEMALE,516,,3,3,YES,12/12/2025 2:47pm,,
517,CC-22941-4,8/9/2025,FEMALE,Kcnt1-YH,Parents: 503x507 | 514 | 516 | 517 - no tag,4,1,X0-145 Species MOUSE # Animals 3 Census 08/29/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH Code DOB 8/9/2025 Emergency Contact(s) Rain Younger 971-678-8621 Source In House Notes Parents: 503x507 514 516 517 - no tag Created 12/12/2025 2:47pm • CC-22941-4 • External ID:,CENSUS,X0-145,08/29/25,,FEMALE,517,,3,3,YES,12/12/2025 2:47pm,,
518,CC-22942-1,8/9/2025,MALE,Kcnt1-YH,Parents: 503x507 | 518 | 519,4,2,X0-145 Species MOUSE # Animals 2 Census 08/29/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH Code DOB 8/9/2025 Emergency Contact(s) Skyler Younger Source In House Notes Parents: 503x507 518 519 Created 8/29/2025 1:12pm • CC-22942-1 • External ID:,CENSUS,X0-145,08/29/25,,MALE,518,,2,2,YES,8/29/2025 1:12pm,,
519,CC-22942-1,8/9/2025,MALE,Kcnt1-YH,Parents: 503x507 | 518 | 519,4,2,X0-145 Species MOUSE # Animals 2 Census 08/29/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH Code DOB 8/9/2025 Emergency Contact(s) Skyler Younger Source In House Notes Parents: 503x507 518 519 Created 8/29/2025 1:12pm • CC-22942-1 • External ID:,CENSUS,X0-145,08/29/25,,MALE,519,,2,2,YES,8/29/2025 1:12pm,,
520,CC-27208-1,9/4/25,FEMALE,Kcnt1-YH;PV-cre,328x313 | 520,11,1,X0-145 Species MOUSE # Animals 1 Census 04/02/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-cre Code DOB 9/4/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry (917) 817-5852 Notes 328x313 520 Created 4/2/2026 9:32am SPLIT-6317 • CC-27208-1 • External ID:,CENSUS,X0-145,04/02/26,,FEMALE,520,,1,1,YES,4/2/2026 9:32am,SPLIT-6317,
521,CC-27510-1,9/4/25,FEMALE,Kcnt1-YH;PV-cre,328x313 | 521,12,3,X0-145 Species MOUSE # Animals 1 Census 04/16/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-cre Code DOB 9/4/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry (917) 817-5852 Notes 328x313 521 Created 4/16/2026 3:07pm SPLIT-6464 • CC-27510-1 • External ID:,CENSUS,X0-145,04/16/26,,FEMALE,521,,1,1,YES,4/16/2026 3:07pm,SPLIT-6464,
522,CC-23545-3,9/4/25,FEMALE,Kcnt1-YH;PV-cre,328x313 | 522,4,3,X0-145 Species MOUSE # Animals 1 Census 09/25/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-cre Code DOB 9/4/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry (917) 817-5852 Notes 328x313 522 Created 4/16/2026 3:07pm • CC-23545-3 • External ID:,CENSUS,X0-145,09/25/25,,FEMALE,522,,1,1,YES,4/16/2026 3:07pm,,
523,CC-23546-3,9/4/25,FEMALE,Kcnt1-YH;PV-cre,328x313 | 523,5,1,X0-145 Species MOUSE # Animals 1 Census 09/25/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-cre Code DOB 9/4/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry (917) 817-5852 Notes 328x313 523 Created 4/21/2026 8:54am • CC-23546-3 • External ID:,CENSUS,X0-145,09/25/25,,FEMALE,523,,1,1,YES,4/21/2026 8:54am,,
524,CC-27620-1,9/4/25,FEMALE,Kcnt1-YH;PV-cre,328x313 | 524,13,2,X0-145 Species MOUSE # Animals 1 Census 04/21/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-cre Code DOB 9/4/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry (917) 817-5852 Notes 328x313 524 Created 4/21/2026 8:54am SPLIT-6515 • CC-27620-1 • External ID:,CENSUS,X0-145,04/21/26,,FEMALE,524,,1,1,YES,4/21/2026 8:54am,SPLIT-6515,
525,CC-26938-1,9/4/25,FEMALE,Kcnt1-YH;PV-cre,328x313 | 525,10,1,X0-145 Species MOUSE # Animals 1 Census 03/17/26 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-cre Code DOB 9/4/25 Emergency Contact(s) Rain Younger (971) 678-8621 Source In House Jeremy Barry (917) 817-5852 Notes 328x313 525 Created 3/17/2026 1:15pm SPLIT-6207 • CC-26938-1 • External ID:,CENSUS,X0-145,03/17/26,,FEMALE,525,,1,1,YES,3/17/2026 1:15pm,SPLIT-6207,
529,CC-27463-1,9/14/2025,F,Kcnt1; SST-Cre,329 (M) x 302 (F) | 529,12,2,X0-145 Species MOUSE # Animals 1 Census 04/14/26 Sex F P.I. Barry J. Strain Kcnt1; SST-Cre Code DOB 9/14/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 529 Created 4/14/2026 1:14pm SPLIT-6434 • CC-27463-1 • External ID:,CENSUS,X0-145,04/14/26,,FEMALE,529,,1,1,YES,4/14/2026 1:14pm,SPLIT-6434,
531,CC-23781-7,9/14/2025,F,Kcnt1; SST-Cre,329 (M) x 302 (F) | 531,5,2,X0-145 Species MOUSE # Animals 1 Census 10/06/25 Sex F P.I. Barry J. Strain Kcnt1; SST-Cre Code DOB 9/14/2025 Emergency Contact(s) Rain Younger +19716788621 Source In House Jeremy Barry Notes 329 (M) x 302 (F) 531 Created 4/14/2026 1:14pm • CC-23781-7 • External ID:,CENSUS,X0-145,10/06/25,,FEMALE,531,,1,1,YES,4/14/2026 1:14pm,,
532,CC-25086-2,09/14/25,MALE,Kcnt1-YH(het);SST-Cre(het),532(M)x515(F),8,2,X0-145 Species MOUSE # Animals 2 P.I. Barry J. M DOB 09/14/25 F DOB 08/09/25 Breeding Date 03/24/26 Emergency Contact(s) Rain Younger +19716788621 Source In House M Strain (ID) Kcnt1-YH(het);SST-Cre(het) F Strain (ID) Kcnt1-YH(hom) Notes 532(M)x515(F) Created 3/24/2026 3:02pm • CC-25086-2 • External ID:,BREEDER,X0-145,,03/24/26,MALE,532,,2,2,YES,3/24/2026 3:02pm,,
536,CC-24052-3,10/1/25,FEMALE,Kcnt1-YH;PV-Cre,328x313 | 536 | 537 | 538 | 539 | 540,6,2,X0-145 Species MOUSE # Animals 5 Census 10/22/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x313 536 537 538 539 540 Created 10/23/2025 1:17pm W-4813 • CC-24052-3 • External ID:,CENSUS,X0-145,10/22/25,,FEMALE,536,,5,5,YES,10/23/2025 1:17pm,W-4813,
537,CC-24052-3,10/1/25,FEMALE,Kcnt1-YH;PV-Cre,328x313 | 536 | 537 | 538 | 539 | 540,6,2,X0-145 Species MOUSE # Animals 5 Census 10/22/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x313 536 537 538 539 540 Created 10/23/2025 1:17pm W-4813 • CC-24052-3 • External ID:,CENSUS,X0-145,10/22/25,,FEMALE,537,,5,5,YES,10/23/2025 1:17pm,W-4813,
538,CC-24052-3,10/1/25,FEMALE,Kcnt1-YH;PV-Cre,328x313 | 536 | 537 | 538 | 539 | 540,6,2,X0-145 Species MOUSE # Animals 5 Census 10/22/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x313 536 537 538 539 540 Created 10/23/2025 1:17pm W-4813 • CC-24052-3 • External ID:,CENSUS,X0-145,10/22/25,,FEMALE,538,,5,5,YES,10/23/2025 1:17pm,W-4813,
539,CC-24052-3,10/1/25,FEMALE,Kcnt1-YH;PV-Cre,328x313 | 536 | 537 | 538 | 539 | 540,6,2,X0-145 Species MOUSE # Animals 5 Census 10/22/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x313 536 537 538 539 540 Created 10/23/2025 1:17pm W-4813 • CC-24052-3 • External ID:,CENSUS,X0-145,10/22/25,,FEMALE,539,,5,5,YES,10/23/2025 1:17pm,W-4813,
540,CC-24052-3,10/1/25,FEMALE,Kcnt1-YH;PV-Cre,328x313 | 536 | 537 | 538 | 539 | 540,6,2,X0-145 Species MOUSE # Animals 5 Census 10/22/25 Sex FEMALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x313 536 537 538 539 540 Created 10/23/2025 1:17pm W-4813 • CC-24052-3 • External ID:,CENSUS,X0-145,10/22/25,,FEMALE,540,,5,5,YES,10/23/2025 1:17pm,W-4813,
541,CC-25084-2,10/01/25,MALE,Kcnt1-YH(het);PV-Cre(het),541(M)x320(F),8,1,X0-145 Species MOUSE # Animals 2 P.I. Barry J. M DOB 10/01/25 F DOB 07/20/25 Breeding Date 03/24/26 Emergency Contact(s) Rain Younger +19716788621 Source In House M Strain (ID) Kcnt1-YH(het);PV-Cre(het) F Strain (ID) Kcnt1-YH(hom) Notes 541(M)x320(F) Created 3/24/2026 3:02pm • CC-25084-2 • External ID:,BREEDER,X0-145,,03/24/26,MALE,541,,2,2,YES,3/24/2026 3:02pm,,
542,CC-24051-4,10/1/25,MALE,Kcnt1-YH;PV-Cre,328x 313 | 542 | 543 - no et | 544 - no et | 545 - no et,6,1,X0-145 Species MOUSE # Animals 4 Census 10/22/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x 313 542 543 - no et 544 - no et 545 - no et Created 12/12/2025 2:06pm W-4813 • CC-24051-4 • External ID:,CENSUS,X0-145,10/22/25,,MALE,542,,4,4,YES,12/12/2025 2:06pm,W-4813,
543,CC-24051-4,10/1/25,MALE,Kcnt1-YH;PV-Cre,328x 313 | 542 | 543 - no et | 544 - no et | 545 - no et,6,1,X0-145 Species MOUSE # Animals 4 Census 10/22/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x 313 542 543 - no et 544 - no et 545 - no et Created 12/12/2025 2:06pm W-4813 • CC-24051-4 • External ID:,CENSUS,X0-145,10/22/25,,MALE,543,,4,4,YES,12/12/2025 2:06pm,W-4813,
544,CC-24051-4,10/1/25,MALE,Kcnt1-YH;PV-Cre,328x 313 | 542 | 543 - no et | 544 - no et | 545 - no et,6,1,X0-145 Species MOUSE # Animals 4 Census 10/22/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x 313 542 543 - no et 544 - no et 545 - no et Created 12/12/2025 2:06pm W-4813 • CC-24051-4 • External ID:,CENSUS,X0-145,10/22/25,,MALE,544,,4,4,YES,12/12/2025 2:06pm,W-4813,
545,CC-24051-4,10/1/25,MALE,Kcnt1-YH;PV-Cre,328x 313 | 542 | 543 - no et | 544 - no et | 545 - no et,6,1,X0-145 Species MOUSE # Animals 4 Census 10/22/25 Sex MALE P.I. Barry J. Strain Kcnt1-YH;PV-Cre Code DOB 10/1/25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 328x 313 542 543 - no et 544 - no et 545 - no et Created 12/12/2025 2:06pm W-4813 • CC-24051-4 • External ID:,CENSUS,X0-145,10/22/25,,MALE,545,,4,4,YES,12/12/2025 2:06pm,W-4813,
546,CC-27096-1,10/25/25,FEMALE,Kcnt1-YH; SST-cre (het),575 (M) x 546 (F),10,3,X0-145 Species MOUSE # Animals 2 P.I. Barry J. M DOB 10/25/25 F DOB 10/25/25 Breeding Date 03/24/26 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 M Strain (ID) Kcnt1-YH; SST-cre (het) F Strain (ID) Kcnt1-YH; SST-cre (het) Notes 575 (M) x 546 (F) Created 3/24/2026 3:40pm SPLIT-6268 • CC-27096-1 • External ID:,BREEDER,X0-145,,03/24/26,FEMALE,546,,2,2,YES,3/24/2026 3:40pm,SPLIT-6268,
547,CC-24576-3,2025-10-25,FEMALE,FID: Kcnt1-YH; SST-cre (het),329x302 | 547 | 548 | 549 | 551,7,3,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 547 548 549 551 Created 3/24/2026 2:56pm W-4982 • CC-24576-3 • External ID:,CENSUS,X0-145,11/15/25,,FEMALE,547,,4,4,YES,3/24/2026 2:56pm,W-4982,
548,CC-24576-3,2025-10-25,FEMALE,FID: Kcnt1-YH; SST-cre (het),329x302 | 547 | 548 | 549 | 551,7,3,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 547 548 549 551 Created 3/24/2026 2:56pm W-4982 • CC-24576-3 • External ID:,CENSUS,X0-145,11/15/25,,FEMALE,548,,4,4,YES,3/24/2026 2:56pm,W-4982,
549,CC-24576-3,2025-10-25,FEMALE,FID: Kcnt1-YH; SST-cre (het),329x302 | 547 | 548 | 549 | 551,7,3,X0-145 Species MOUSE # Animals 4 Census 11/15/25 Sex FEMALE P.I. Barry J. Strain FID: Kcnt1-YH; SST-cre (het) Code DOB 2025-10-25 Emergency Contact(s) Rain Younger: (971) 678-8621 Source In House Jeremy Barry: (917) 817-5852 Notes 329x302 547 548 549 551 Created 3/24/2026 2:56pm W-4982 • CC-24576-3 • External ID:,CENSUS,X0-145,11/15/25,,FEMALE,549,,4,4,YES,3/24/2026 2:56pm,W-4982,
